Material Group,Material Category,DSNY Diversion Summary Category,Aggregate Percent,Refuse Percent,"MGP (Metal, Glass, Plastic) Percent",Paper Percent,Organics Percent,"Generator (Aggregate, Residential, Schools, NYCHA, Litter Baskets)","Residential Strata (Citywide, HDHI, HDLI, HDMI, LDHI, LDLI, LDMI, MDHI, MDLI, MDMI)","Period (Annual, Season 1, Season 2)"
Glass,Other Glass,Designated MGP,0.4%,0.4%,0.7%,0.0%,-,Residential,HDHI,Annual
Metal,Aluminum Cans & Bottles,Designated MGP,0.3%,0.3%,0.7%,0.0%,-,Residential,HDHI,Annual
Metal,Aluminum Foil/Containers,Designated MGP,0.6%,0.7%,0.8%,0.1%,-,Residential,HDHI,Annual
Metal,Other Aluminum,Designated MGP,0.0%,0.0%,0.1%,0.0%,-,Residential,HDHI,Annual
Metal,Other Non-Ferrous,Designated MGP,0.1%,0.1%,0.5%,0.0%,-,Residential,HDHI,Annual
Metal,Steel/Tin Food Cans,Designated MGP,0.7%,0.4%,3.1%,0.3%,-,Residential,HDHI,Annual
Metal,Empty Aerosol Cans,Designated MGP,0.2%,0.1%,0.5%,0.0%,-,Residential,HDHI,Annual
Metal,Other Ferrous,Designated MGP,1.0%,0.5%,5.2%,0.3%,-,Residential,HDHI,Annual
Metal,Mixed Metals,Designated MGP,0.6%,0.4%,2.0%,0.0%,-,Residential,HDHI,Annual
Metal,Appliances: Ferrous,Designated MGP,0.2%,0.1%,1.5%,0.0%,-,Residential,HDHI,Annual
Metal,Appliances: Non-Ferrous,Designated MGP,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Yard Waste,Organics Suitable for Composting,2.2%,2.9%,0.1%,0.2%,-,Residential,HDHI,Annual
Organics,Food: Loose,Organics Suitable for Composting,10.9%,14.4%,1.0%,0.2%,-,Residential,HDHI,Annual
Organics,Food: Intact Packaging,Organics Suitable for Composting,1.3%,1.7%,0.6%,0.2%,-,Residential,HDHI,Annual
Organics,Food: Open Packaging,Organics Suitable for Composting,4.2%,5.4%,1.4%,0.2%,-,Residential,HDHI,Annual
Organics,Food: Liquid,Organics Suitable for Composting,0.4%,0.4%,0.3%,0.1%,-,Residential,HDHI,Annual
Organics,Non-C&D Wood,Other (Non-Divertable),0.3%,0.4%,0.3%,0.1%,-,Residential,HDHI,Annual
Organics,Textiles: Non-Clothing,Textiles,1.9%,2.4%,0.3%,0.1%,-,Residential,HDHI,Annual
Organics,Textiles: Woven Bags,Textiles,0.4%,0.5%,0.2%,0.1%,-,Residential,HDHI,Annual
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.6%,0.8%,0.0%,0.1%,-,Residential,HDHI,Annual
Organics,Textiles: Clothing - Non-Stretchy,Textiles,0.8%,1.1%,0.1%,0.0%,-,Residential,HDHI,Annual
Organics,Shoes/Rubber/Leather,Textiles,0.9%,1.1%,0.4%,0.0%,-,Residential,HDHI,Annual
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.3%,0.4%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.1%,0.1%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.2%,0.2%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),3.8%,5.0%,0.1%,0.1%,-,Residential,HDHI,Annual
Organics,Animal By-Products,Other (Non-Divertable),1.6%,2.1%,0.1%,0.1%,-,Residential,HDHI,Annual
Organics,Garden Hoses,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
Organics,Fines,Other (Non-Divertable),2.9%,3.3%,3.6%,0.4%,-,Residential,HDHI,Annual
Organics,Miscellaneous Organics,Other (Non-Divertable),1.2%,1.6%,0.1%,0.0%,-,Residential,HDHI,Annual
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.1%,0.1%,0.3%,0.1%,-,Residential,HDHI,Annual
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.2%,0.2%,0.5%,0.1%,-,Residential,HDHI,Annual
Electronics,Computer Monitors,E-Waste,0.0%,0.0%,0.1%,0.0%,-,Residential,HDHI,Annual
Electronics,Televisions,E-Waste,0.0%,0.0%,0.1%,0.0%,-,Residential,HDHI,Annual
Electronics,Other Computer Equipment,E-Waste,0.1%,0.1%,0.0%,0.0%,-,Residential,HDHI,Annual
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,0.3%,0.4%,0.0%,0.0%,-,Residential,HDHI,Annual
C&D,Treated/Contaminated/ Composite Wood,C & D,0.7%,0.9%,0.1%,0.0%,-,Residential,HDHI,Annual
C&D,Other C&D Debris Not Elsewhere Classified,C & D,1.0%,1.3%,0.5%,0.0%,-,Residential,HDHI,Annual
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),1.7%,2.2%,0.8%,0.1%,-,Residential,HDHI,Annual
HHW,Pesticides/Herbicides/Rodenticides,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Oil Filters,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Antifreeze,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Wet-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.1%,0.0%,-,Residential,HDHI,Annual
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Latex Paint,HHW,0.1%,0.1%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Home Medical Products,HHW,0.3%,0.4%,0.1%,0.0%,-,Residential,HDHI,Annual
HHW,Pharmaceuticals,HHW,0.1%,0.2%,0.0%,0.0%,-,Residential,HDHI,Annual
HHW,Other Potentially Harmful Wastes,HHW,0.0%,0.0%,0.1%,0.0%,-,Residential,HDHI,Annual
Paper,Newspaper,Designated Paper,0.8%,0.7%,0.0%,2.7%,-,Residential,HDMI,Annual
Paper,Plain OCC/Kraft Paper,Designated Paper,7.1%,2.7%,0.7%,57.1%,-,Residential,HDMI,Annual
Paper,High Grade Paper,Designated Paper,0.5%,0.5%,0.0%,2.1%,-,Residential,HDMI,Annual
Paper,Mixed Low Grade Paper,Designated Paper,7.4%,5.7%,0.7%,31.0%,-,Residential,HDMI,Annual
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,0.3%,0.3%,0.1%,0.4%,-,Residential,HDMI,Annual
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,7.9%,9.4%,1.3%,0.7%,-,Residential,HDMI,Annual
Paper,Other Non-recyclable Paper,Other (Non-Divertable),1.7%,1.8%,0.9%,1.6%,-,Residential,HDMI,Annual
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,0.5%,0.4%,2.0%,0.3%,-,Residential,HDMI,Annual
Paper,Shredded Paper,Designated Paper,0.1%,0.1%,0.0%,0.5%,-,Residential,HDMI,Annual
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,1.7%,1.4%,6.8%,0.0%,-,Residential,HDMI,Annual
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,0.2%,0.1%,0.4%,0.0%,-,Residential,HDMI,Annual
Plastic,#2 HDPE Natural Bottles,Designated MGP,0.5%,0.3%,3.4%,0.1%,-,Residential,HDMI,Annual
Plastic,#2 HDPE Colored Bottles,Designated MGP,0.7%,0.4%,4.1%,0.0%,-,Residential,HDMI,Annual
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,0.1%,0.1%,0.5%,0.0%,-,Residential,HDMI,Annual
Plastic,Thermoforms,Designated MGP,1.4%,1.2%,4.7%,0.0%,-,Residential,HDMI,Annual
Plastic,Other PVC,Designated MGP,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Plastic,Tubs & Lids,Designated MGP,0.9%,0.8%,2.6%,0.0%,-,Residential,HDMI,Annual
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),0.3%,0.4%,0.1%,0.1%,-,Residential,HDMI,Annual
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,0.4%,0.3%,0.8%,0.1%,-,Residential,HDMI,Annual
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),0.8%,0.9%,0.2%,0.0%,-,Residential,HDMI,Annual
Plastic,Film: Garbage Bags,Other (Non-Divertable),4.4%,4.6%,4.4%,1.8%,-,Residential,HDMI,Annual
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Plastic,Film: Pouches,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Plastic,Film: Oversize Items,Other (Non-Divertable),0.4%,0.5%,0.1%,0.0%,-,Residential,HDMI,Annual
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),0.2%,0.2%,0.1%,0.0%,-,Residential,HDMI,Annual
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),1.9%,2.2%,0.3%,0.2%,-,Residential,HDMI,Annual
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Plastic,Single-Use Plastics,Designated MGP,0.6%,0.6%,0.9%,0.0%,-,Residential,HDMI,Annual
Plastic,Appliances: Plastic,Designated MGP,0.2%,0.2%,0.5%,0.0%,-,Residential,HDMI,Annual
Plastic,Bulk/Rigid: Plastic,Designated MGP,0.1%,0.0%,0.8%,0.0%,-,Residential,HDMI,Annual
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,0.4%,0.1%,3.6%,0.0%,-,Residential,HDMI,Annual
Plastic,Bulk/Rigid: Other Durable,Designated MGP,0.3%,0.2%,0.8%,0.0%,-,Residential,HDMI,Annual
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,0.7%,0.5%,2.7%,0.1%,-,Residential,HDMI,Annual
Glass,Clear Container Glass,Designated MGP,1.7%,1.2%,7.7%,0.1%,-,Residential,HDMI,Annual
Glass,Green Container Glass,Designated MGP,0.9%,0.5%,5.8%,0.2%,-,Residential,HDMI,Annual
Glass,Brown Container Glass,Designated MGP,0.4%,0.3%,1.2%,0.0%,-,Residential,HDMI,Annual
Glass,Other Color Container Glass,Designated MGP,0.0%,0.0%,0.2%,0.0%,-,Residential,HDMI,Annual
Glass,Mixed Cullet,Designated MGP,1.4%,0.6%,9.9%,0.0%,-,Residential,HDMI,Annual
Glass,Other Glass,Designated MGP,0.4%,0.4%,1.1%,0.0%,-,Residential,HDMI,Annual
Metal,Aluminum Cans & Bottles,Designated MGP,0.3%,0.3%,0.7%,0.0%,-,Residential,HDMI,Annual
Metal,Aluminum Foil/Containers,Designated MGP,0.9%,1.0%,1.4%,0.0%,-,Residential,HDMI,Annual
Metal,Other Aluminum,Designated MGP,0.1%,0.1%,0.1%,0.0%,-,Residential,HDMI,Annual
Metal,Other Non-Ferrous,Designated MGP,0.1%,0.1%,0.1%,0.0%,-,Residential,HDMI,Annual
Metal,Steel/Tin Food Cans,Designated MGP,0.9%,0.6%,5.3%,0.0%,-,Residential,HDMI,Annual
Metal,Empty Aerosol Cans,Designated MGP,0.2%,0.2%,0.8%,0.0%,-,Residential,HDMI,Annual
Metal,Other Ferrous,Designated MGP,0.5%,0.3%,3.7%,0.0%,-,Residential,HDMI,Annual
Metal,Mixed Metals,Designated MGP,0.5%,0.2%,4.1%,0.0%,-,Residential,HDMI,Annual
Metal,Appliances: Ferrous,Designated MGP,0.1%,0.0%,1.2%,0.0%,-,Residential,HDMI,Annual
Metal,Appliances: Non-Ferrous,Designated MGP,0.0%,0.0%,0.2%,0.0%,-,Residential,HDMI,Annual
Organics,Yard Waste,Organics Suitable for Composting,1.5%,1.9%,0.1%,0.0%,-,Residential,HDMI,Annual
Organics,Food: Loose,Organics Suitable for Composting,18.6%,22.4%,0.6%,0.2%,-,Residential,HDMI,Annual
Organics,Food: Intact Packaging,Organics Suitable for Composting,1.1%,1.3%,0.4%,0.0%,-,Residential,HDMI,Annual
Organics,Food: Open Packaging,Organics Suitable for Composting,4.4%,5.2%,1.6%,0.0%,-,Residential,HDMI,Annual
Organics,Food: Liquid,Organics Suitable for Composting,0.6%,0.7%,0.2%,0.1%,-,Residential,HDMI,Annual
Organics,Non-C&D Wood,Other (Non-Divertable),0.6%,0.8%,0.1%,0.0%,-,Residential,HDMI,Annual
Organics,Textiles: Non-Clothing,Textiles,2.2%,2.6%,0.4%,0.0%,-,Residential,HDMI,Annual
Organics,Textiles: Woven Bags,Textiles,0.4%,0.4%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.9%,1.1%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Textiles: Clothing - Non-Stretchy,Textiles,1.2%,1.4%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Shoes/Rubber/Leather,Textiles,0.8%,0.9%,0.3%,0.0%,-,Residential,HDMI,Annual
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.2%,0.2%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.1%,0.1%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),4.1%,4.9%,0.4%,0.0%,-,Residential,HDMI,Annual
Organics,Animal By-Products,Other (Non-Divertable),1.5%,1.8%,0.1%,0.0%,-,Residential,HDMI,Annual
Organics,Garden Hoses,Other (Non-Divertable),0.1%,0.1%,0.0%,0.0%,-,Residential,HDMI,Annual
Organics,Fines,Other (Non-Divertable),3.6%,3.8%,4.7%,0.2%,-,Residential,HDMI,Annual
Organics,Miscellaneous Organics,Other (Non-Divertable),1.6%,1.9%,0.1%,0.0%,-,Residential,HDMI,Annual
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.2%,0.0%,1.6%,0.0%,-,Residential,HDMI,Annual
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.2%,0.2%,0.5%,0.0%,-,Residential,HDMI,Annual
Electronics,Computer Monitors,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Electronics,Televisions,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Electronics,Other Computer Equipment,E-Waste,0.0%,0.0%,0.3%,0.0%,-,Residential,HDMI,Annual
C&D,"Untreated Dimension Lumber, Pallets, Crates",C & D,0.2%,0.2%,0.0%,0.0%,-,Residential,HDMI,Annual
C&D,Treated/Contaminated/ Composite Wood,C & D,1.1%,1.3%,0.0%,0.0%,-,Residential,HDMI,Annual
C&D,Other C&D Debris Not Elsewhere Classified,C & D,1.5%,1.8%,0.5%,0.0%,-,Residential,HDMI,Annual
Miscellaneous,Miscellaneous Inorganics,Other (Non-Divertable),1.8%,2.1%,0.9%,0.2%,-,Residential,HDMI,Annual
HHW,Pesticides/Herbicides/Rodenticides,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Oil Filters,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Antifreeze,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Wet-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,E-Mobility Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Vape Pens,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Rechargeable Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Other Dry-Cell Batteries,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Water-Based Adhesives/Glues,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Latex Paint,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Oil-Based Paint/Solvent,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Fluorescent Tubes/CFLs,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Mercury-Laden Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,"Compressed Gas Cylinders, Fire Extinguishers",HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Home Medical Products,HHW,0.3%,0.3%,0.2%,0.0%,-,Residential,HDMI,Annual
HHW,Pharmaceuticals,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
HHW,Other Potentially Harmful Wastes,HHW,0.0%,0.0%,0.0%,0.0%,-,Residential,HDMI,Annual
Paper,Newspaper,Designated Paper,0.6%,0.4%,0.0%,3.4%,-,Residential,HDLI,Annual
Paper,Plain OCC/Kraft Paper,Designated Paper,6.1%,2.6%,1.1%,55.2%,-,Residential,HDLI,Annual
Paper,High Grade Paper,Designated Paper,0.4%,0.4%,0.1%,1.3%,-,Residential,HDLI,Annual
Paper,Mixed Low Grade Paper,Designated Paper,7.2%,6.2%,1.6%,25.5%,-,Residential,HDLI,Annual
Paper,Compostable: Containers & Packaging,Organics Suitable for Composting,0.4%,0.3%,0.1%,1.1%,-,Residential,HDLI,Annual
Paper,Compostable: Other Soiled Paper/Waxed OCC/Kraft,Organics Suitable for Composting,8.7%,10.0%,1.7%,1.2%,-,Residential,HDLI,Annual
Paper,Other Non-recyclable Paper,Other (Non-Divertable),1.5%,1.6%,1.0%,2.0%,-,Residential,HDLI,Annual
Paper,Beverage Cartons & Aseptic Boxes,Designated MGP,0.5%,0.4%,1.6%,0.4%,-,Residential,HDLI,Annual
Paper,Shredded Paper,Designated Paper,0.3%,0.3%,0.0%,0.8%,-,Residential,HDLI,Annual
Plastic,#1 PET Bottles - Clear & Green,Designated MGP,1.8%,1.5%,6.7%,0.1%,-,Residential,HDLI,Annual
Plastic,#1 PET Bottles - All Other Colors,Designated MGP,0.1%,0.1%,0.5%,0.0%,-,Residential,HDLI,Annual
Plastic,#2 HDPE Natural Bottles,Designated MGP,0.5%,0.3%,2.9%,0.1%,-,Residential,HDLI,Annual
Plastic,#2 HDPE Colored Bottles,Designated MGP,0.6%,0.4%,3.5%,0.1%,-,Residential,HDLI,Annual
Plastic,#3-#7 & Unlabeled Bottles,Designated MGP,0.1%,0.1%,0.4%,0.0%,-,Residential,HDLI,Annual
Plastic,Thermoforms,Designated MGP,1.3%,1.1%,3.9%,0.2%,-,Residential,HDLI,Annual
Plastic,Other PVC,Designated MGP,0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Tubs & Lids,Designated MGP,0.9%,0.9%,2.6%,0.1%,-,Residential,HDLI,Annual
Plastic,#6 Expanded Polystyrene Containers & Packaging (EPS),Other (Non-Divertable),0.4%,0.5%,0.1%,0.1%,-,Residential,HDLI,Annual
Plastic,#1-#7 Other Rigid Containers/Packaging,Designated MGP,0.3%,0.3%,0.7%,0.1%,-,Residential,HDLI,Annual
Plastic,Film: Retail Bags & Sleeves,Other (Non-Divertable),0.8%,1.0%,0.2%,0.1%,-,Residential,HDLI,Annual
Plastic,Film: Garbage Bags,Other (Non-Divertable),4.6%,4.8%,4.6%,2.0%,-,Residential,HDLI,Annual
Plastic,Film: Non-Woven Reusable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Film: Pouches,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Film: Oversize Items,Other (Non-Divertable),0.3%,0.3%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Film: Other #2/#4 Polyethylene Bags,Other (Non-Divertable),0.5%,0.6%,0.3%,0.0%,-,Residential,HDLI,Annual
Plastic,Film: Other Non-Polyethylene/ Contaminated,Other (Non-Divertable),1.8%,2.0%,0.4%,0.5%,-,Residential,HDLI,Annual
Plastic,Film: DSNY Compostable Plastic Bags,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Single-Use Plastics,Designated MGP,0.6%,0.6%,0.8%,0.1%,-,Residential,HDLI,Annual
Plastic,Appliances: Plastic,Designated MGP,0.1%,0.1%,1.2%,0.0%,-,Residential,HDLI,Annual
Plastic,Bulk/Rigid: Plastic,Designated MGP,0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Plastic,Bulk/Rigid: Plastic Toys/ Housewares,Designated MGP,0.4%,0.2%,2.9%,0.0%,-,Residential,HDLI,Annual
Plastic,Bulk/Rigid: Other Durable,Designated MGP,0.3%,0.1%,1.5%,0.1%,-,Residential,HDLI,Annual
Plastic,Other Plastics Materials not Elsewhere Classified,Designated MGP,0.8%,0.8%,1.8%,0.2%,-,Residential,HDLI,Annual
Glass,Clear Container Glass,Designated MGP,1.6%,1.2%,7.0%,0.3%,-,Residential,HDLI,Annual
Glass,Green Container Glass,Designated MGP,0.7%,0.3%,5.0%,0.1%,-,Residential,HDLI,Annual
Glass,Brown Container Glass,Designated MGP,0.4%,0.3%,1.8%,0.0%,-,Residential,HDLI,Annual
Glass,Other Color Container Glass,Designated MGP,0.0%,0.0%,0.3%,0.0%,-,Residential,HDLI,Annual
Glass,Mixed Cullet,Designated MGP,1.4%,0.7%,10.6%,0.3%,-,Residential,HDLI,Annual
Glass,Other Glass,Designated MGP,0.3%,0.2%,0.8%,0.0%,-,Residential,HDLI,Annual
Metal,Aluminum Cans & Bottles,Designated MGP,0.3%,0.3%,0.6%,0.0%,-,Residential,HDLI,Annual
Metal,Aluminum Foil/Containers,Designated MGP,1.0%,1.0%,1.1%,0.0%,-,Residential,HDLI,Annual
Metal,Other Aluminum,Designated MGP,0.1%,0.0%,0.3%,0.0%,-,Residential,HDLI,Annual
Metal,Other Non-Ferrous,Designated MGP,0.2%,0.1%,0.6%,0.2%,-,Residential,HDLI,Annual
Metal,Steel/Tin Food Cans,Designated MGP,1.1%,0.8%,4.9%,0.2%,-,Residential,HDLI,Annual
Metal,Empty Aerosol Cans,Designated MGP,0.2%,0.2%,0.8%,0.1%,-,Residential,HDLI,Annual
Metal,Other Ferrous,Designated MGP,0.8%,0.5%,4.8%,0.1%,-,Residential,HDLI,Annual
Metal,Mixed Metals,Designated MGP,0.4%,0.3%,1.9%,0.0%,-,Residential,HDLI,Annual
Metal,Appliances: Ferrous,Designated MGP,0.2%,0.1%,1.2%,0.0%,-,Residential,HDLI,Annual
Metal,Appliances: Non-Ferrous,Designated MGP,0.0%,0.0%,0.3%,0.0%,-,Residential,HDLI,Annual
Organics,Yard Waste,Organics Suitable for Composting,2.4%,2.8%,0.1%,0.0%,-,Residential,HDLI,Annual
Organics,Food: Loose,Organics Suitable for Composting,16.4%,19.0%,1.6%,0.5%,-,Residential,HDLI,Annual
Organics,Food: Intact Packaging,Organics Suitable for Composting,1.4%,1.6%,0.5%,0.4%,-,Residential,HDLI,Annual
Organics,Food: Open Packaging,Organics Suitable for Composting,4.7%,5.3%,1.6%,0.1%,-,Residential,HDLI,Annual
Organics,Food: Liquid,Organics Suitable for Composting,0.5%,0.6%,0.3%,0.0%,-,Residential,HDLI,Annual
Organics,Non-C&D Wood,Other (Non-Divertable),0.8%,0.8%,0.5%,0.1%,-,Residential,HDLI,Annual
Organics,Textiles: Non-Clothing,Textiles,1.8%,2.1%,0.2%,0.1%,-,Residential,HDLI,Annual
Organics,Textiles: Woven Bags,Textiles,0.5%,0.6%,0.1%,0.2%,-,Residential,HDLI,Annual
Organics,Textiles: Clothing - Stretchy Fabric,Textiles,0.9%,1.0%,0.2%,0.1%,-,Residential,HDLI,Annual
Organics,Textiles: Clothing - Non-Stretchy,Textiles,1.6%,1.8%,0.2%,0.2%,-,Residential,HDLI,Annual
Organics,Shoes/Rubber/Leather,Textiles,1.0%,1.1%,0.1%,0.1%,-,Residential,HDLI,Annual
Organics,Carpet/ Upholstery: Broadloom Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Organics,Carpet/ Upholstery: Tile Carpet,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Organics,Carpet/ Upholstery: Other Carpet,Other (Non-Divertable),0.1%,0.2%,0.1%,0.0%,-,Residential,HDLI,Annual
Organics,Carpet/ Upholstery: Spring Mattresses And Boxsprings,Other (Non-Divertable),0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
Organics,Carpet/ Upholstery: Other Upholtery,Other (Non-Divertable),0.4%,0.5%,0.0%,0.0%,-,Residential,HDLI,Annual
Organics,Disposable Diapers & Sanitary Products,Other (Non-Divertable),5.2%,6.0%,0.2%,0.0%,-,Residential,HDLI,Annual
Organics,Animal By-Products,Other (Non-Divertable),1.6%,1.8%,0.2%,0.0%,-,Residential,HDLI,Annual
Organics,Garden Hoses,Other (Non-Divertable),0.0%,0.0%,0.2%,0.0%,-,Residential,HDLI,Annual
Organics,Fines,Other (Non-Divertable),3.7%,4.0%,4.1%,0.5%,-,Residential,HDLI,Annual
Organics,Miscellaneous Organics,Other (Non-Divertable),0.9%,1.0%,0.1%,0.2%,-,Residential,HDLI,Annual
Electronics,Audio/Visual Equipment (TV Peripherals - Covered),E-Waste,0.4%,0.2%,2.1%,0.0%,-,Residential,HDLI,Annual
Electronics,Audio/Visual Equipment (Non-Covered),E-Waste,0.3%,0.2%,0.8%,0.0%,-,Residential,HDLI,Annual
Electronics,Computer Monitors,E-Waste,0.0%,0.0%,0.1%,0.0%,-,Residential,HDLI,Annual
Electronics,Televisions,E-Waste,0.0%,0.0%,0.0%,0.0%,-,Residential,HDLI,Annual
